path,layer,language,purpose,imports,imported_by_references,runtime_usage,test_usage,docker_usage,makefile_usage,ci_usage,documentation_usage,dynamic_loading_risk,generated_or_handwritten,current_owner_responsibility,proposed_action,reason,deletion_confidence
artifacts/models/mosl-isolated-sign-v1/candidates/temporal_conv_gru/training-result.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/checksums.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,True,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/classification-report.csv,repository-governance,CSV,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/confidence-calibration.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,True,False,False,True,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/dataset-manifest-checksum.txt,repository-governance,Text,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/labels.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,True,False,False,True,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/landmark-schema.json,repository-governance,JSON,Data contract or schema definition.,[],[],False,False,False,False,False,True,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/metrics.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/model-card.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/onnx-validation.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/package-validation.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/preprocessing.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/supported-signs.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,True,False,False,True,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/training-config.yaml,repository-governance,YAML,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-isolated-sign-v1/training-split-provenance.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/checksums.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,True,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/classification-report.csv,repository-governance,CSV,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/dataset-manifest-checksum.txt,repository-governance,Text,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/error-analysis.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/labels.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,True,False,False,True,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/landmark-schema.json,repository-governance,JSON,Data contract or schema definition.,[],[],False,False,False,False,False,True,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/metrics.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/model-card.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/onnx-validation.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/package-validation.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/preprocessing.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/training-config.yaml,repository-governance,YAML,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/models/mosl-word-smoke-v1/training-history.json,repository-governance,JSON,"Domain, persistence, or model-runtime representation.",[],[],False,False,False,False,False,False,False,handwritten,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/api-runtime-benchmark.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/api-word-real-smoke-payload.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/architecture-protected-assets-after.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/architecture-protected-assets-before.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/architecture-refactor-final-report.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/architecture-refactor-protected-assets.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/backend-ml-unused-code-audit.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/deleted-files.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/dependency-audit.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/environment-variable-audit.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/frontend-automatic-segmentation-benchmark.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/frontend-unused-code-audit.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/local-mosl-dataset-audit.csv,repository-governance,CSV,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/local-mosl-dataset-audit.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/model-v1-benchmark.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/model-v1-split-report-all-min5.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/model-v1-split-report-lexical-min5.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/model-v1-split-report.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/module-dependency-graph.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/mosl-class-eligibility.csv,repository-governance,CSV,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/mosl-class-eligibility.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/mosl-validation-summary.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/nested-mosl-final-deletion-verification.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/physical-camera-422-debug.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/pre-architecture-refactor-baseline.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/pre-professional-architecture-baseline.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/readme-duplicate-cleanup.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/repository-file-inventory.csv,repository-governance,CSV,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/repository-file-inventory.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/retained-files.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/root-folder-audit.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/root-structure-parity.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/root-structure-protected-assets-after.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/root-structure-protected-assets-before.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/smoke-model-status.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/speech-runtime-benchmark.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/supported-sign-vocabulary-v1.csv,repository-governance,CSV,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/supported-sign-vocabulary-v1.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/top-level-vedios-dataset-duplicate-verification.csv,repository-governance,CSV,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/top-level-vedios-dataset-duplicate-verification.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,False,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
artifacts/reports/unused-code-audit.json,repository-governance,JSON,"Configuration, manifest, fixture, or generated evidence.",[],[],False,False,False,False,False,True,False,generated,Repository maintainers,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docker-compose.yml,infrastructure,YAML,Container build or runtime service definition.,[],[],False,False,False,False,False,True,False,handwritten,Runtime infrastructure,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/README.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/adr/0001-browser-mediapipe.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/adr/0002-public-stateless-api.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/adr/0003-internal-onnx-inference.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/adr/0004-local-dataset-only.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/adr/0005-automatic-isolated-sign-flow.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/automatic-recognition-flow.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/dependency-graph.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/dependency-rules.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/landmark-schema-v1.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/model-lifecycle.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/overview.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/privacy-security.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/recognition-state-machine.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/repository-map.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/runtime-flow.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/testing-strategy.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/architecture/unknown-calibration.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/audits/core-recognition-process-audit.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/audits/mosl-source-audit.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/audits/pre-architecture-refactor-baseline.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/audits/pre-integration-baseline.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/audits/pre-professional-architecture-baseline.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/audits/pre-root-structure-baseline.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/audits/pre-simplification-test-baseline.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/audits/root-folder-audit.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/datasets/README.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/datasets/licensing.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/datasets/mendeley-mosl-v1-attribution.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/datasets/mosl-video-dataset-card.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/datasets/preprocessing.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/datasets/provenance.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/datasets/quality-limitations.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/datasets/third-party-datasets.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,HISTORICAL_DOCUMENTATION,Retained provenance or completed migration history; not an active runtime instruction.,0.85
docs/images/recognition-camera-active.png,documentation,PNG,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,generated,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/images/recognition-camera-inactive.png,documentation,PNG,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,False,False,generated,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/model-cards/README.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/model-cards/mosl-isolated-sign-v1.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/model-cards/speech-service.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/model-cards/technical-smoke-model.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/api.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/camera.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/configuration.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/docker.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/inference.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/local-development.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/mediapipe.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/model-assets.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/speech.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/operations/troubleshooting.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,handwritten,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
docs/reports/core-recognition-process-final-report.md,documentation,Markdown,"Architecture, operation, provenance, or historical documentation.",[],[],False,False,False,False,False,True,False,generated,Architecture/documentation,KEEP,"Active source, test, configuration, evidence, or protected provenance.",1.0
