dataset_source,dataset_version,mode,category,original_relative_path,current_relative_path,original_filename,raw_label,normalized_label_ar,label_key,variant_index,extension,sha256,size_bytes,duration_seconds,fps,frame_count,width,height,readable,validation_errors,split
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 1).mp4,إِفْرِيقْيَا (إِشَارَة 1).mp4,إِفْرِيقْيَا (إِشَارَة 1),إِفْرِيقْيَا,افريقيا,1,.mp4,ecffc6ed7cfcacbd8c494549e31e40802e1c6f96c38817feae9b5ac43f6eb9b2,78235,3.76,25.0,94,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 2).mp4,إِفْرِيقْيَا (إِشَارَة 2).mp4,إِفْرِيقْيَا (إِشَارَة 2),إِفْرِيقْيَا,افريقيا,2,.mp4,052703ac1c219ed5ddc14c1fb7af8bfee7da2c05d49363375a1c35f04dcca983,95611,4.56,25.0,114,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/إِفْرِيقْيَا (إِشَارَة 3).mp4,إِفْرِيقْيَا (إِشَارَة 3).mp4,إِفْرِيقْيَا (إِشَارَة 3),إِفْرِيقْيَا,افريقيا,3,.mp4,389d8fa1bf17875055ff085bb251e790969a6cc8fd99b4be21228b2974968234,80608,2.8,25.0,70,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 1).mp4,إِلَى (إِشَارَة 1).mp4,إِلَى (إِشَارَة 1),إِلَى,الي,1,.mp4,28d3c60edcb9f740b38efcede75e33c339c41a606f883093dc478b1f7af8aaa8,72229,2.92,25.0,73,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 2).mp4,إِلَى (إِشَارَة 2).mp4,إِلَى (إِشَارَة 2),إِلَى,الي,2,.mp4,a1cff2c7cc7cf3afbf0f7a3752462a7d9cc9c8149ac2367b1041bd66e5d5e273,76319,3.12,25.0,78,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/إِلَى (إِشَارَة 3).mp4,إِلَى (إِشَارَة 3).mp4,إِلَى (إِشَارَة 3),إِلَى,الي,3,.mp4,51781a78a0e1f153a71e041cbae4ed28d1da579b5d667fb1ae1dad0333e30886,86032,5.96,25.0,149,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِمْرَأَةٌ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/إِمْرَأَةٌ (إِشَارَة 1).mp4,إِمْرَأَةٌ (إِشَارَة 1).mp4,إِمْرَأَةٌ (إِشَارَة 1),إِمْرَأَةٌ,امراة,1,.mp4,f015fae89dee3cc79b0a1244e9bde62390532d09a64b1f2421d6804de08ca9b0,51365,2.88,25.0,72,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِمْرَأَةٌ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/إِمْرَأَةٌ (إِشَارَة 2).mp4,إِمْرَأَةٌ (إِشَارَة 2).mp4,إِمْرَأَةٌ (إِشَارَة 2),إِمْرَأَةٌ,امراة,2,.mp4,75139d9b90ae0d741637e03b4e36ee3b39d4e59aadfe8f40ebdae92e7ead2fb9,53441,2.56,25.0,64,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 1).mp4,إِمْلاَءٌ (إِشَارَة 1).mp4,إِمْلاَءٌ (إِشَارَة 1),إِمْلاَءٌ,املاء,1,.mp4,6128eb1fe3ad81b00efdbf9a4c3489ab88e64d2cb0848ba2e41c45094cde77d1,180095,5.24,25.0,131,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 2).mp4,إِمْلاَءٌ (إِشَارَة 2).mp4,إِمْلاَءٌ (إِشَارَة 2),إِمْلاَءٌ,املاء,2,.mp4,2437451cc95ae4d1103a8ebedab5bc9c3b3d4bb735b9da2b5744dcc99174f11c,177975,5.28,25.0,132,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/إِمْلاَءٌ (إِشَارَة 3).mp4,إِمْلاَءٌ (إِشَارَة 3).mp4,إِمْلاَءٌ (إِشَارَة 3),إِمْلاَءٌ,املاء,3,.mp4,e43863b5bdd81e82da8631a929991f699557c8b132bef353e6b92137eff1e76c,54658,2.76,25.0,69,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِنَاءٌ.mp4,raw/mosl_videos_dataset_Diverse/إِنَاءٌ.mp4,إِنَاءٌ.mp4,إِنَاءٌ,إِنَاءٌ,اناء,1,.mp4,40635641d21f10c2d0b42793afc2e1f009663482a5405bcc4b6b7fb0e072cc8a,94758,3.08,25.0,77,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِنْجْلَتِرّا (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/إِنْجْلَتِرّا (إِشَارَة 1).mp4,إِنْجْلَتِرّا (إِشَارَة 1).mp4,إِنْجْلَتِرّا (إِشَارَة 1),إِنْجْلَتِرّا,انجلترا,1,.mp4,6cc363a0cce66dbcbe30d70960010173c973c5f2de92e21fc61e51b9b6037027,56429,2.96,25.0,74,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِوَزَّةٌ.mp4,raw/mosl_videos_dataset_Diverse/إِوَزَّةٌ.mp4,إِوَزَّةٌ.mp4,إِوَزَّةٌ,إِوَزَّةٌ,اوزة,1,.mp4,9d08bae05ca3a38a7b67f4324411c2fc26dc15e22eb3254c2529210fb55f7348,82382,3.52,25.0,88,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِيصَالٌ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/إِيصَالٌ (إِشَارَة 1).mp4,إِيصَالٌ (إِشَارَة 1).mp4,إِيصَالٌ (إِشَارَة 1),إِيصَالٌ,ايصال,1,.mp4,93b20283eec560112d3a1d65d70296d68afce41f89967cf409f0d315d12783aa,81851,2.72,25.0,68,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِيصَالٌ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/إِيصَالٌ (إِشَارَة 2).mp4,إِيصَالٌ (إِشَارَة 2).mp4,إِيصَالٌ (إِشَارَة 2),إِيصَالٌ,ايصال,2,.mp4,b4eeb1fed029617d68d4080483e500742e82927eeb6dc9babd57b7b5c127583f,78084,3.4,25.0,85,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِيطَالْيَا (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/إِيطَالْيَا (إِشَارَة 1).mp4,إِيطَالْيَا (إِشَارَة 1).mp4,إِيطَالْيَا (إِشَارَة 1),إِيطَالْيَا,ايطاليا,1,.mp4,71e0417592663cc1e55e00640938a3228190c7797923c8e873974eb505b30529,47274,3.12,25.0,78,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِيطَالْيَا (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/إِيطَالْيَا (إِشَارَة 2).mp4,إِيطَالْيَا (إِشَارَة 2).mp4,إِيطَالْيَا (إِشَارَة 2),إِيطَالْيَا,ايطاليا,2,.mp4,756f0e0c26d4fc4ef30fa63cdd4ed2aa58ba8e79e7dd044c48705bb218a9ecfe,75983,4.266667,30.0,128,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 1).mp4,إِيمَانٌ (إِشَارَة 1).mp4,إِيمَانٌ (إِشَارَة 1),إِيمَانٌ,ايمان,1,.mp4,ca73e1675b96078a38ad15d94c3a1e1414a3944dbfd4302ac1d43c940162f866,95284,5.48,25.0,137,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 2).mp4,إِيمَانٌ (إِشَارَة 2).mp4,إِيمَانٌ (إِشَارَة 2),إِيمَانٌ,ايمان,2,.mp4,4715a29c8673978634ab2f38444e3baa9176de0eb92c806255d919cc4dd5d048,78717,3.64,25.0,91,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 3).mp4,إِيمَانٌ (إِشَارَة 3).mp4,إِيمَانٌ (إِشَارَة 3),إِيمَانٌ,ايمان,3,.mp4,c40e019fdad75eb34b9651a587803cca18288ea5ad12012bc26a1e69f6f01a3c,113952,3.76,25.0,94,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 4).mp4,raw/mosl_videos_dataset_Diverse/إِيمَانٌ (إِشَارَة 4).mp4,إِيمَانٌ (إِشَارَة 4).mp4,إِيمَانٌ (إِشَارَة 4),إِيمَانٌ,ايمان,4,.mp4,c76a0320288f1d1400b9b4c091f4381db476a5b3529f7c9115254779a29e18c1,107571,3.72,25.0,93,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الآخِرَةُ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/الآخِرَةُ (إِشَارَة 1).mp4,الآخِرَةُ (إِشَارَة 1).mp4,الآخِرَةُ (إِشَارَة 1),الآخِرَةُ,الاخرة,1,.mp4,51be22731f6621ce13a75aa2de6f4ca661c2d23d2b23041484bd7e433cb1e26c,134397,5.833333,30.0,175,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الآخِرَةُ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/الآخِرَةُ (إِشَارَة 2).mp4,الآخِرَةُ (إِشَارَة 2).mp4,الآخِرَةُ (إِشَارَة 2),الآخِرَةُ,الاخرة,2,.mp4,bc7131c79a5ffe969f3a75e322192030a44809622272e751adddc5cc427154d0,118858,3.12,25.0,78,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الآخِرَةُ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/الآخِرَةُ (إِشَارَة 3).mp4,الآخِرَةُ (إِشَارَة 3).mp4,الآخِرَةُ (إِشَارَة 3),الآخِرَةُ,الاخرة,3,.mp4,83436c988565ef7ca1b75fb497ac6c81718e9807baa5cdf370206887936fb713,98715,3.6,25.0,90,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الآنَ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/الآنَ (إِشَارَة 1).mp4,الآنَ (إِشَارَة 1).mp4,الآنَ (إِشَارَة 1),الآنَ,الان,1,.mp4,17747b4240cf8d5e782bbcd01083af55e583cea61c40a57169c7fc5adc274957,84474,3.48,25.0,87,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الآنَ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/الآنَ (إِشَارَة 3).mp4,الآنَ (إِشَارَة 3).mp4,الآنَ (إِشَارَة 3),الآنَ,الان,3,.mp4,51ed80de583c10eaf0f5aaa4edea88c81a90bf21577755f55ef54d00a619c9b8,83635,3.28,25.0,82,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الأَذَانُ.mp4,raw/mosl_videos_dataset_Diverse/الأَذَانُ.mp4,الأَذَانُ.mp4,الأَذَانُ,الأَذَانُ,الاذان,1,.mp4,97537d98a40c263d77a129a3cb43d659bc43c993799bde4df3cdf8a878c1cfa1,86429,5.36,25.0,134,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الأَمْنُ الوَطَنِيُّ.mp4,raw/mosl_videos_dataset_Diverse/الأَمْنُ الوَطَنِيُّ.mp4,الأَمْنُ الوَطَنِيُّ.mp4,الأَمْنُ الوَطَنِيُّ,الأَمْنُ الوَطَنِيُّ,الامن_الوطني,1,.mp4,944da1ccff04edfe06fe59a791073bb0bf1323012990bfe6f9e3826a1e98219a,64453,3.6,25.0,90,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الأُرْدُنُ.mp4,raw/mosl_videos_dataset_Diverse/الأُرْدُنُ.mp4,الأُرْدُنُ.mp4,الأُرْدُنُ,الأُرْدُنُ,الاردن,1,.mp4,faed6efac0e621c297cec4a80333248e83fff0583ae6dc3e97b35a5d9b69b2bf,66123,3.56,25.0,89,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 1).mp4,الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 1).mp4,الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 1),الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ,الامارات_العربية_المتحدة,1,.mp4,38661ecc0432380aa49f0537988c8cb7d823985c96fabc93d50ccbf463ba32e2,110031,5.5,30.0,165,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 2).mp4,الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 2).mp4,الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 2),الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ,الامارات_العربية_المتحدة,2,.mp4,a81d6870f790258a657490da8a9959d390f1dfbd3148320b796149914ca5f8ce,115042,5.6,30.0,168,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 3).mp4,الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 3).mp4,الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 3),الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ,الامارات_العربية_المتحدة,3,.mp4,74056640550df4cb3bcd05656716082366c64b8abdf8f8349b1a2f35b7365d22,77612,4.4,30.0,132,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 4).mp4,raw/mosl_videos_dataset_Diverse/الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 4).mp4,الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 4).mp4,الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ (إِشَارَة 4),الإِمَارَاتُ العَرَبِيَّةُ المُتَّحِدَةُ,الامارات_العربية_المتحدة,4,.mp4,7ed2d7acb2b338947c2ce137f74475ba4e88b5bbda79a1d327db33d8acedd1b5,125304,4.0,25.0,100,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الإِنْجَلِيزِيَّةُ.mp4,raw/mosl_videos_dataset_Diverse/الإِنْجَلِيزِيَّةُ.mp4,الإِنْجَلِيزِيَّةُ.mp4,الإِنْجَلِيزِيَّةُ,الإِنْجَلِيزِيَّةُ,الانجليزية,1,.mp4,39b1953126757933c099f1fc912ca76e6e51747bdf70ea36942bfc73620c0d16,87776,3.88,25.0,97,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الإِنْجِيلُ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/الإِنْجِيلُ (إِشَارَة 1).mp4,الإِنْجِيلُ (إِشَارَة 1).mp4,الإِنْجِيلُ (إِشَارَة 1),الإِنْجِيلُ,الانجيل,1,.mp4,cb0d00402c1827d83bb388844499e81c238610ce91eea612029db3d47038d167,101149,4.64,25.0,116,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الإِنْجِيلُ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/الإِنْجِيلُ (إِشَارَة 2).mp4,الإِنْجِيلُ (إِشَارَة 2).mp4,الإِنْجِيلُ (إِشَارَة 2),الإِنْجِيلُ,الانجيل,2,.mp4,637f58ca1eb14e39fb51b5af11d380a5335939f75e8bbf18369b82e57885b63b,85919,3.92,25.0,98,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/البَحْرَيْن.mp4,raw/mosl_videos_dataset_Diverse/البَحْرَيْن.mp4,البَحْرَيْن.mp4,البَحْرَيْن,البَحْرَيْن,البحرين,1,.mp4,226d2d5c6de196bc0453aad35678069b0776bbcf6e4d58f21105395889f6c6a7,137129,5.666667,30.0,170,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 1).mp4,البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 1).mp4,البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 1),البِطَاقَةُ الوَطَنِيَّةُ,البطاقة_الوطنية,1,.mp4,6f37bbe421730b05c5dc2ccef228c91fac663868df67464f641121c96e87c121,88109,5.76,25.0,144,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 2).mp4,البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 2).mp4,البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 2),البِطَاقَةُ الوَطَنِيَّةُ,البطاقة_الوطنية,2,.mp4,649b0a03e88a17c7a9a16e893e29dbb86ece6a96a842cbcec1adaa31725103a7,87689,3.36,25.0,84,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 3).mp4,raw/mosl_videos_dataset_Diverse/البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 3).mp4,البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 3).mp4,البِطَاقَةُ الوَطَنِيَّةُ (إِشَارَة 3),البِطَاقَةُ الوَطَنِيَّةُ,البطاقة_الوطنية,3,.mp4,a8c010526ed494f5b7c65e22a1e1842b86b46e7a3930af9a571a3c407a3ac9ab,64812,2.84,25.0,71,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الجَدِيدَة (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/الجَدِيدَة (إِشَارَة 1).mp4,الجَدِيدَة (إِشَارَة 1).mp4,الجَدِيدَة (إِشَارَة 1),الجَدِيدَة,الجديدة,1,.mp4,513de15a6ae68e2642033d62a0bf61ee2a6597ec8fcf6e287a455357e5124614,101033,3.48,25.0,87,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الجَدِيدَة (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/الجَدِيدَة (إِشَارَة 2).mp4,الجَدِيدَة (إِشَارَة 2).mp4,الجَدِيدَة (إِشَارَة 2),الجَدِيدَة,الجديدة,2,.mp4,589e5e4dd53a02fdae56142f79b2cdade82c0fea69e143356fe4ff76f439c851,102059,5.233333,30.0,157,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الجَزَائِر.mp4,raw/mosl_videos_dataset_Diverse/الجَزَائِر.mp4,الجَزَائِر.mp4,الجَزَائِر,الجَزَائِر,الجزاير,1,.mp4,b51c5eb3d917b6f50eb9885e5c0ac4f5e064533f0d891e54e18dbb5749bf9f80,95958,3.12,25.0,78,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الجَمْعُ.mp4,raw/mosl_videos_dataset_Diverse/الجَمْعُ.mp4,الجَمْعُ.mp4,الجَمْعُ,الجَمْعُ,الجمع,1,.mp4,22c42907dbec11ef697d9af87f9fa04e7ff1f866db381fe1e53170e73129f629,73547,3.68,25.0,92,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الحَاجِبُ.mp4,raw/mosl_videos_dataset_Diverse/الحَاجِبُ.mp4,الحَاجِبُ.mp4,الحَاجِبُ,الحَاجِبُ,الحاجب,1,.mp4,bd24c6abe4e90b887c3893a2f3c5e94f3bd797f2ba23fc7250181338c7505504,50297,2.44,25.0,61,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الحَدِيثُ النَّبَوِيُّ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/الحَدِيثُ النَّبَوِيُّ (إِشَارَة 1).mp4,الحَدِيثُ النَّبَوِيُّ (إِشَارَة 1).mp4,الحَدِيثُ النَّبَوِيُّ (إِشَارَة 1),الحَدِيثُ النَّبَوِيُّ,الحديث_النبوي,1,.mp4,f6544126f09df72a2b62b09dcd3d40457436e79c1f473ba01ccc98fbbbb3d746,91596,4.88,25.0,122,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الحَدِيثُ النَّبَوِيُّ (إِشَارَة 2).mp4,raw/mosl_videos_dataset_Diverse/الحَدِيثُ النَّبَوِيُّ (إِشَارَة 2).mp4,الحَدِيثُ النَّبَوِيُّ (إِشَارَة 2).mp4,الحَدِيثُ النَّبَوِيُّ (إِشَارَة 2),الحَدِيثُ النَّبَوِيُّ,الحديث_النبوي,2,.mp4,8f5f550fd1c7b52218ddf0632f2c640f50e5040760cad474ef8d536b11c899f2,125426,5.5,30.0,165,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الحَمْدُ لِلَّهِ.mp4,raw/mosl_videos_dataset_Diverse/الحَمْدُ لِلَّهِ.mp4,الحَمْدُ لِلَّهِ.mp4,الحَمْدُ لِلَّهِ,الحَمْدُ لِلَّهِ,الحمد_لله,1,.mp4,cf67ceb91e63fea586e00992696830be41f8320981a8327e9ded253f58cff09d,63363,3.64,25.0,91,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الحُسَيْمَة (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/الحُسَيْمَة (إِشَارَة 1).mp4,الحُسَيْمَة (إِشَارَة 1).mp4,الحُسَيْمَة (إِشَارَة 1),الحُسَيْمَة,الحسيمة,1,.mp4,dce391019b76094ecbacb30f4883a47824ba74b73790340d100d42195223bdcf,78412,3.44,25.0,86,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الخُمِيسَات.mp4,raw/mosl_videos_dataset_Diverse/الخُمِيسَات.mp4,الخُمِيسَات.mp4,الخُمِيسَات,الخُمِيسَات,الخميسات,1,.mp4,2ced05a1d1b5fa8d1509096ca7f34d3055c12333589dbaa67d976348a811d7ba,65068,3.4,25.0,85,460,460,True,,
mosl-video-dataset,source-import-v1,WORD_ISOLATED,Diverse,vedios-dataset/mosl_videos_dataset_Diverse/الخِطَابُ المَلَكِيُّ (إِشَارَة 1).mp4,raw/mosl_videos_dataset_Diverse/الخِطَابُ المَلَكِيُّ (إِشَارَة 1).mp4,الخِطَابُ المَلَكِيُّ (إِشَارَة 1).mp4,الخِطَابُ المَلَكِيُّ (إِشَارَة 1),الخِطَابُ المَلَكِيُّ,الخطاب_الملكي,1,.mp4,4ec4f3cf3b89a7d7f47e5848d9b8629840c506f74aa679b49fb8a9c260a43245,112130,6.24,25.0,156,460,460,True,,
